Area,Room,Parking,Warehouse,Elevator,Address,Price
63,2,TRUE,TRUE,FALSE,Andisheh,29000
100,2,TRUE,TRUE,TRUE,Ostad Moein,120000
80,1,FALSE,TRUE,FALSE,Shahrake Qods,18666.67
115,2,TRUE,TRUE,TRUE,East Ferdows Boulevard,140000
68,1,TRUE,TRUE,FALSE,West Ferdows Boulevard,65000
75,2,TRUE,TRUE,TRUE,East Ferdows Boulevard,78333.33
48,1,TRUE,TRUE,FALSE,West Ferdows Boulevard,63333.33
75,2,TRUE,TRUE,FALSE,West Ferdows Boulevard,81666.67
115,2,TRUE,TRUE,TRUE,Shahran,166666.67
106,2,TRUE,TRUE,TRUE,East Ferdows Boulevard,116666.67
56,1,TRUE,TRUE,TRUE,East Ferdows Boulevard,66000
58,1,TRUE,TRUE,TRUE,East Ferdows Boulevard,69333.33
95,2,TRUE,TRUE,TRUE,Central Janatabad,123333.33
50,1,TRUE,TRUE,TRUE,West Ferdows Boulevard,63333.33
60,2,TRUE,TRUE,FALSE,Central Janatabad,70000
60,1,TRUE,TRUE,TRUE,East Ferdows Boulevard,64000
92,2,TRUE,TRUE,FALSE,Mehran,83333.33
57,1,TRUE,TRUE,TRUE,West Ferdows Boulevard,76666.67
72,2,TRUE,TRUE,FALSE,West Ferdows Boulevard,76666.67
71,2,TRUE,TRUE,FALSE,East Ferdows Boulevard,76000
123,2,TRUE,TRUE,TRUE,Northren Jamalzadeh,120000
50,1,TRUE,TRUE,TRUE,West Ferdows Boulevard,65000
58,1,TRUE,TRUE,TRUE,Shahr-e-Ziba,61666.67
54,1,TRUE,TRUE,TRUE,East Ferdows Boulevard,68333.33
85,2,TRUE,TRUE,TRUE,Shahr-e-Ziba,78333.33
85,2,TRUE,TRUE,TRUE,West Ferdows Boulevard,115000
125,3,FALSE,TRUE,TRUE,Nasim Shahr,43333.33
55,1,TRUE,TRUE,TRUE,East Ferdows Boulevard,64000
72,2,TRUE,TRUE,TRUE,West Ferdows Boulevard,83333.33
58,1,TRUE,TRUE,TRUE,Shahr-e-Ziba,61666.67
115,2,TRUE,TRUE,TRUE,East Ferdows Boulevard,173333.33
100,2,TRUE,TRUE,TRUE,West Ferdows Boulevard,115000
116,2,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,139000
105,2,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,108333.33
60,1,TRUE,TRUE,FALSE,East Ferdows Boulevard,60000
53,1,TRUE,TRUE,TRUE,Feiz Garden,70666.67
55,1,TRUE,TRUE,TRUE,East Ferdows Boulevard,59333.33
76,2,TRUE,TRUE,TRUE,East Ferdows Boulevard,75000
111,3,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,116666.67
77,2,TRUE,TRUE,TRUE,Golestan,71666.67
58,1,TRUE,TRUE,TRUE,East Ferdows Boulevard,62000
94,2,TRUE,TRUE,FALSE,Southern Program Organization,106666.67
58,1,TRUE,TRUE,TRUE,Shahr-e-Ziba,62666.67
108,2,TRUE,TRUE,TRUE,Golestan,110000
56,1,TRUE,TRUE,TRUE,Feiz Garden,66666.67
84,2,TRUE,TRUE,TRUE,North Program Organization,108333.33
60,2,TRUE,TRUE,TRUE,Azarbaijan,65000
53,1,FALSE,TRUE,TRUE,Pardis,15666.67
73,2,TRUE,TRUE,TRUE,Pirouzi,85166.67
73,2,FALSE,FALSE,TRUE,Pirouzi,65666.67
150,3,TRUE,TRUE,TRUE,Pirouzi,170000
114,2,TRUE,TRUE,TRUE,Pirouzi,125400
66,2,TRUE,TRUE,TRUE,Ostad Moein,52833.33
53,1,FALSE,TRUE,TRUE,Pardis,18000
125,3,TRUE,TRUE,TRUE,Pirouzi,133333.33
145,3,TRUE,TRUE,TRUE,Gheitarieh,454166.67
197,3,TRUE,TRUE,TRUE,Dezashib,623833.33
105,2,TRUE,TRUE,TRUE,Koohsar,133333.33
135,3,TRUE,TRUE,TRUE,Tenant,135000
137,3,TRUE,TRUE,TRUE,Shams Abad,155333.33
90,2,TRUE,TRUE,FALSE,Central Janatabad,106666.67
125,2,TRUE,TRUE,TRUE,Southern Janatabad,220833.33
175,3,TRUE,TRUE,TRUE,Gheitarieh,516666.67
52,1,TRUE,TRUE,TRUE,East Ferdows Boulevard,76666.67
110,3,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,103333.33
110,3,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,103333.33
112,2,TRUE,FALSE,TRUE,Persian Gulf Martyrs Lake,110000
65,2,TRUE,TRUE,TRUE,Shahran,71666.67
48,1,TRUE,TRUE,TRUE,Andisheh,13333.33
105,2,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,93333.33
56,1,TRUE,TRUE,TRUE,Shahr-e-Ziba,74666.67
108,2,TRUE,TRUE,TRUE,Golestan,63333.33
78,2,TRUE,TRUE,TRUE,Southern Janatabad,97333.33
85,2,TRUE,TRUE,TRUE,Parand,17333.33
105,2,TRUE,TRUE,TRUE,Pardis,17833.33
145,3,TRUE,TRUE,TRUE,Saadat Abad,366666.67
145,3,TRUE,TRUE,TRUE,Punak,299666.67
140,3,TRUE,TRUE,TRUE,Punak,206666.67
66,2,TRUE,TRUE,TRUE,Ostad Moein,52666.67
121,3,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,121666.67
105,2,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,108333.33
150,2,FALSE,TRUE,TRUE,Chardangeh,40000
98,2,TRUE,TRUE,TRUE,Central Janatabad,149333.33
108,2,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,111666.67
95,2,TRUE,TRUE,TRUE,Ostad Moein,86666.67
64,1,FALSE,FALSE,TRUE,Fallah,30000
75,1,TRUE,FALSE,TRUE,Fallah,62500
50,1,TRUE,TRUE,TRUE,West Ferdows Boulevard,65000
90,2,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,83333.33
93,2,TRUE,TRUE,TRUE,Fallah,50333.33
148,3,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,191666.67
64,1,FALSE,TRUE,FALSE,Eskandari,35000
114,2,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,120000
107,2,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,116666.67
113,2,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,109000
115,2,TRUE,TRUE,TRUE,Gheitarieh,246666.67
115,2,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,120000
120,2,TRUE,TRUE,TRUE,Gholhak,280000
76,2,TRUE,TRUE,TRUE,Central Janatabad,90000
106,2,TRUE,TRUE,TRUE,North Program Organization,150666.67
105,2,TRUE,TRUE,TRUE,Gheitarieh,230000
87,2,FALSE,FALSE,TRUE,Ray,52333.33
68,2,TRUE,TRUE,TRUE,Ostad Moein,65666.67
70,2,TRUE,TRUE,TRUE,Punak,86000
165,3,TRUE,TRUE,TRUE,Ostad Moein,175000
365,4,TRUE,TRUE,TRUE,Dorous,1581666.67
175,3,TRUE,TRUE,TRUE,Pasdaran,516666.67
50,1,TRUE,TRUE,TRUE,West Ferdows Boulevard,65000
70,2,TRUE,TRUE,TRUE,Saadat Abad,160000
165,3,TRUE,TRUE,TRUE,Marzdaran,341000
115,2,TRUE,TRUE,TRUE,Central Janatabad,169333.33
93,2,TRUE,FALSE,TRUE,Shahr-e-Ziba,96666.67
181,3,TRUE,TRUE,TRUE,Marzdaran,433333.33
57,1,TRUE,TRUE,TRUE,Ostad Moein,53333.33
175,3,TRUE,TRUE,TRUE,Marzdaran,379166.67
146,3,TRUE,TRUE,TRUE,Marzdaran,283333.33
135,3,TRUE,TRUE,TRUE,Marzdaran,206666.67
50,1,TRUE,TRUE,TRUE,Southern Program Organization,66000
110,2,TRUE,TRUE,TRUE,Pardis,17833.33
108,2,TRUE,TRUE,TRUE,Mahallati,233333.33
121,3,TRUE,TRUE,TRUE,Pardis,20333.33
220,3,TRUE,TRUE,TRUE,Elahieh,1173333.33
240,4,TRUE,TRUE,TRUE,Elahieh,1283333.33
90,2,TRUE,TRUE,TRUE,Shahrakeh Naft,183333.33
117,2,TRUE,TRUE,TRUE,Niavaran,416666.67
142,3,TRUE,TRUE,TRUE,Punak,251666.67
55,1,TRUE,TRUE,FALSE,West Ferdows Boulevard,65000
85,2,TRUE,TRUE,TRUE,Shahran,110000
162,3,TRUE,TRUE,TRUE,Niavaran,543333.33
100,2,TRUE,TRUE,TRUE,Ajudaniye,216666.67
165,3,TRUE,TRUE,TRUE,Shahrake Gharb,413333.33
150,3,TRUE,TRUE,TRUE,Niavaran,500000
83,2,TRUE,TRUE,TRUE,Qazvin Imamzadeh Hassan,48333.33
200,3,TRUE,FALSE,TRUE,West Pars,333333.33
95,2,TRUE,TRUE,TRUE,Abazar,223333.33
82,2,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,78333.33
112,3,TRUE,TRUE,TRUE,Shahran,186666.67
96,2,TRUE,TRUE,TRUE,Northern Janatabad,130000
86,3,TRUE,TRUE,TRUE,Parand,14166.67
105,2,TRUE,TRUE,TRUE,Pardis,31333.33
115,2,TRUE,TRUE,TRUE,Ostad Moein,109333.33
87,2,TRUE,TRUE,TRUE,Shahr-e-Ziba,100000
165,3,TRUE,TRUE,TRUE,Farmanieh,383333.33
135,3,TRUE,TRUE,TRUE,Marzdaran,247500
110,2,TRUE,TRUE,TRUE,Feiz Garden,122333.33
80,2,TRUE,TRUE,TRUE,Southern Janatabad,116666.67
66,2,TRUE,TRUE,TRUE,Southern Janatabad,60000
88,2,TRUE,TRUE,TRUE,Qazvin Imamzadeh Hassan,51666.67
70,1,TRUE,TRUE,FALSE,Shahrake Qods,29000
130,3,TRUE,TRUE,TRUE,Feiz Garden,186666.67
87,2,TRUE,TRUE,TRUE,North Program Organization,100000
86,2,TRUE,TRUE,TRUE,Southern Janatabad,150000
62,1,TRUE,TRUE,TRUE,Southern Program Organization,80000
125,3,TRUE,TRUE,TRUE,Punak,210000
87,2,TRUE,TRUE,TRUE,Pardis,24166.67
70,2,TRUE,TRUE,TRUE,Southern Janatabad,66666.67
65,2,TRUE,TRUE,TRUE,Southern Janatabad,90000
64,2,TRUE,TRUE,TRUE,Southern Janatabad,70000
62,2,TRUE,TRUE,TRUE,Southern Janatabad,73333.33
70,2,TRUE,TRUE,TRUE,Southern Janatabad,83333.33
140,3,TRUE,TRUE,TRUE,Gheitarieh,266666.67
125,3,TRUE,TRUE,TRUE,Gheitarieh,236666.67
68,2,TRUE,TRUE,TRUE,Southern Janatabad,70000
67,2,TRUE,FALSE,FALSE,West Ferdows Boulevard,73333.33
64,2,TRUE,TRUE,TRUE,Southern Janatabad,68333.33
64,2,TRUE,TRUE,FALSE,Jeyhoon,50000
95,2,TRUE,TRUE,FALSE,Northern Janatabad,130000
97,2,TRUE,TRUE,TRUE,Pardis,25666.67
136,3,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,143333.33
70,1,TRUE,TRUE,TRUE,West Ferdows Boulevard,80000
85,2,TRUE,TRUE,TRUE,Qazvin Imamzadeh Hassan,50233.33
105,2,TRUE,TRUE,TRUE,Pardis,31666.67
50,1,TRUE,FALSE,TRUE,North Program Organization,63333.33
57,1,TRUE,TRUE,TRUE,Southern Program Organization,91666.67
121,3,TRUE,TRUE,TRUE,Pardis,20333.33
95,2,TRUE,TRUE,TRUE,West Ferdows Boulevard,110000
65,2,TRUE,TRUE,TRUE,West Ferdows Boulevard,79333.33
100,2,FALSE,TRUE,FALSE,Tehransar,66666.67
128,3,TRUE,TRUE,TRUE,Kook,131666.67
93,2,TRUE,TRUE,TRUE,Gheitarieh,200000
75,2,TRUE,TRUE,TRUE,Qazvin Imamzadeh Hassan,42500
133,4,TRUE,TRUE,FALSE,Jeyhoon,156666.67
100,2,TRUE,TRUE,TRUE,Northern Janatabad,148333.33
140,3,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,160000
92,2,TRUE,TRUE,TRUE,Central Janatabad,119000
120,2,TRUE,TRUE,FALSE,Amirabad,150000
45,1,TRUE,TRUE,FALSE,Jeyhoon,34333.33
130,2,TRUE,TRUE,FALSE,Gheitarieh,229666.67
95,2,FALSE,TRUE,TRUE,Nawab,72833.33
150,3,FALSE,FALSE,FALSE,Gheitarieh,350000
72,2,TRUE,TRUE,TRUE,Qazvin Imamzadeh Hassan,40200
60,1,TRUE,TRUE,TRUE,Central Janatabad,111666.67
190,3,TRUE,TRUE,TRUE,Dorous,400000
125,2,TRUE,TRUE,TRUE,Shahrake Gharb,325000
90,2,TRUE,TRUE,TRUE,North Program Organization,114000
105,2,TRUE,TRUE,TRUE,Shahr-e-Ziba,136666.67
90,2,TRUE,TRUE,TRUE,Shahran,95000
102,2,TRUE,TRUE,TRUE,Southern Janatabad,186666.67
50,1,TRUE,TRUE,TRUE,Ostad Moein,50000
66,2,TRUE,TRUE,FALSE,Punak,75000
125,3,TRUE,TRUE,TRUE,Yousef Abad,291666.67
132,3,TRUE,TRUE,TRUE,Parand,68333.33
103,2,TRUE,TRUE,TRUE,Central Janatabad,143333.33
270,5,TRUE,TRUE,FALSE,Yousef Abad,450000
130,2,TRUE,TRUE,TRUE,Shahran,139333.33
77,2,TRUE,TRUE,FALSE,,67333.33
71,1,TRUE,TRUE,TRUE,,76666.67
160,3,TRUE,TRUE,TRUE,Amirabad,277333.33
110,2,TRUE,TRUE,TRUE,Shahran,113666.67
75,2,TRUE,TRUE,TRUE,Shahran,66000
75,2,TRUE,TRUE,TRUE,Shahran,80000
85,2,TRUE,TRUE,TRUE,Northern Suhrawardi,150000
225,3,TRUE,TRUE,TRUE,Heravi,525000
130,3,TRUE,TRUE,TRUE,Saadat Abad,283333.33
73,2,TRUE,TRUE,TRUE,Qazvin Imamzadeh Hassan,55966.67
95,2,TRUE,TRUE,TRUE,Saadat Abad,183333.33
250,4,TRUE,TRUE,FALSE,Shahrake Gharb,1166666.67
65,2,TRUE,TRUE,TRUE,Salsabil,58333.33
64,2,TRUE,TRUE,TRUE,Azarbaijan,69666.67
94,2,TRUE,TRUE,TRUE,Villa,137666.67
110,2,TRUE,TRUE,TRUE,Pardis,12500
105,2,TRUE,TRUE,TRUE,Pardis,18333.33
145,3,TRUE,TRUE,TRUE,Heravi,300000
105,2,TRUE,TRUE,TRUE,Pardis,29166.67
120,2,TRUE,TRUE,TRUE,Farmanieh,400000
100,2,TRUE,TRUE,TRUE,Hakimiyeh,103333.33
115,2,TRUE,TRUE,TRUE,Water Organization,126666.67
100,2,FALSE,TRUE,TRUE,Shahr-e-Ziba,110000
63,1,TRUE,TRUE,TRUE,Ostad Moein,42666.67
55,1,FALSE,FALSE,FALSE,West Ferdows Boulevard,63333.33
220,3,TRUE,TRUE,TRUE,Heravi,513333.33
123,3,TRUE,TRUE,TRUE,Nezamabad,110000
81,2,TRUE,TRUE,TRUE,Qazvin Imamzadeh Hassan,47333.33
130,3,TRUE,TRUE,TRUE,Jeyhoon,93333.33
108,2,TRUE,TRUE,TRUE,Pasdaran,256666.67
135,3,TRUE,TRUE,TRUE,Qasr-od-Dasht,98333.33
82,2,TRUE,TRUE,TRUE,West Ferdows Boulevard,116666.67
120,2,TRUE,TRUE,TRUE,Southern Program Organization,141666.67
303,3,TRUE,TRUE,TRUE,Ajudaniye,1000000
200,3,TRUE,TRUE,TRUE,Ozgol,600000
50,1,TRUE,TRUE,TRUE,Shahran,61666.67
80,2,TRUE,TRUE,TRUE,Shahran,118333.33
100,2,TRUE,TRUE,TRUE,Pardis,36666.67
85,2,TRUE,TRUE,TRUE,Shahran,79333.33
44,1,TRUE,TRUE,FALSE,Shahran,46333.33
115,2,TRUE,TRUE,TRUE,Tajrish,273333.33
75,2,TRUE,TRUE,TRUE,North Program Organization,97666.67
65,1,TRUE,TRUE,TRUE,Shahran,74000
86,2,TRUE,TRUE,TRUE,Central Janatabad,116000
106,2,TRUE,TRUE,TRUE,Yousef Abad,190000
203,3,TRUE,TRUE,TRUE,Zaferanieh,1200000
92,2,TRUE,TRUE,TRUE,Shahr-e-Ziba,90000
62,1,TRUE,TRUE,TRUE,Southern Program Organization,72333.33
92,2,TRUE,TRUE,TRUE,Pasdaran,223333.33
180,3,TRUE,TRUE,TRUE,Pasdaran,330000
85,2,TRUE,TRUE,TRUE,Central Janatabad,105000
60,1,TRUE,TRUE,TRUE,Saadat Abad,110000
100,2,TRUE,TRUE,TRUE,East Ferdows Boulevard,113333.33
100,2,TRUE,TRUE,TRUE,Northern Janatabad,170000
121,2,TRUE,TRUE,TRUE,Garden of Saba,250000
63,1,TRUE,TRUE,TRUE,Farmanieh,186666.67
98,2,TRUE,TRUE,TRUE,West Ferdows Boulevard,146666.67
67,2,TRUE,TRUE,TRUE,Pasdaran,116666.67
87,2,TRUE,TRUE,TRUE,West Ferdows Boulevard,94333.33
115,3,TRUE,TRUE,TRUE,Pasdaran,176666.67
49,1,FALSE,FALSE,TRUE,Punak,76666.67
40,0,FALSE,TRUE,FALSE,Ostad Moein,21666.67
130,3,TRUE,TRUE,TRUE,Yousef Abad,266666.67
144,3,TRUE,TRUE,FALSE,Pasdaran,266666.67
66,2,TRUE,TRUE,TRUE,Ostad Moein,52833.33
53,1,TRUE,TRUE,TRUE,Southern Janatabad,81000
88,2,TRUE,TRUE,TRUE,Central Janatabad,113333.33
105,2,TRUE,TRUE,TRUE,Southern Janatabad,130000
90,2,TRUE,TRUE,TRUE,Qalandari,218666.67
125,2,TRUE,TRUE,TRUE,Dezashib,375000
75,2,TRUE,TRUE,TRUE,Tarasht,71666.67
170,3,TRUE,TRUE,TRUE,Niavaran,566666.67
204,3,TRUE,TRUE,TRUE,Elahieh,1088000
95,2,TRUE,TRUE,TRUE,Feiz Garden,120000
54,1,TRUE,TRUE,FALSE,Andisheh,16666.67
98,2,TRUE,TRUE,TRUE,Shahr-e-Ziba,107333.33
90,2,TRUE,TRUE,TRUE,Feiz Garden,120000
97,2,TRUE,TRUE,TRUE,Feiz Garden,126666.67
71,2,TRUE,TRUE,TRUE,East Ferdows Boulevard,84333.33
150,3,TRUE,TRUE,TRUE,Shahrake Gharb,400000
116,3,TRUE,TRUE,TRUE,Pasdaran,270000
120,2,TRUE,TRUE,TRUE,Saadat Abad,286666.67
79,2,TRUE,TRUE,TRUE,West Ferdows Boulevard,80000
79,2,TRUE,TRUE,TRUE,West Ferdows Boulevard,103333.33
135,2,TRUE,TRUE,TRUE,Dorous,333333.33
110,2,TRUE,TRUE,TRUE,West Ferdows Boulevard,131666.67
75,2,TRUE,TRUE,FALSE,Shahr-e-Ziba,63000
110,3,TRUE,TRUE,TRUE,Shahr-e-Ziba,156666.67
87,2,TRUE,TRUE,TRUE,West Ferdows Boulevard,126666.67
75,2,TRUE,TRUE,TRUE,Punak,125000
108,2,TRUE,TRUE,TRUE,West Ferdows Boulevard,131666.67
110,2,TRUE,TRUE,TRUE,Central Janatabad,190000
100,2,TRUE,TRUE,TRUE,Shahr-e-Ziba,170000
63,1,TRUE,TRUE,TRUE,Ostad Moein,42666.67
140,3,TRUE,TRUE,TRUE,Shahrake Gharb,306666.67
72,2,TRUE,TRUE,FALSE,Southern Janatabad,70433.33
73,2,TRUE,TRUE,FALSE,Southern Janatabad,70266.67
145,3,TRUE,TRUE,TRUE,Dezashib,410833.33
75,2,TRUE,TRUE,FALSE,Northern Janatabad,79500
92,2,TRUE,TRUE,TRUE,Yousef Abad,210000
80,2,TRUE,TRUE,TRUE,Si Metri Ji,74000
127,2,TRUE,TRUE,TRUE,Ekhtiarieh,296333.33
66,2,TRUE,TRUE,TRUE,Ostad Moein,52833.33
74,2,TRUE,TRUE,TRUE,Yousef Abad,130666.67
105,3,TRUE,TRUE,TRUE,Parand,42000
112,3,TRUE,TRUE,FALSE,Parand,46666.67
120,2,TRUE,TRUE,TRUE,Shahrake Gharb,250000
123,3,TRUE,TRUE,TRUE,Pardis,16666.67
140,3,TRUE,TRUE,TRUE,Shahrake Gharb,333333.33
63,1,TRUE,TRUE,TRUE,Punak,116666.67
56,1,TRUE,TRUE,TRUE,Punak,65000
105,2,TRUE,TRUE,TRUE,Feiz Garden,145000
97,2,TRUE,TRUE,TRUE,Yousef Abad,166666.67
140,3,TRUE,TRUE,TRUE,Jordan,306666.67
60,2,TRUE,TRUE,FALSE,Central Janatabad,55000
100,2,TRUE,TRUE,TRUE,Pardis,16666.67
54,1,FALSE,TRUE,TRUE,Punak,66666.67
90,2,TRUE,TRUE,TRUE,Ekhtiarieh,200000
92,2,TRUE,TRUE,TRUE,Feiz Garden,131666.67
65,2,FALSE,TRUE,FALSE,Feiz Garden,63333.33
76,2,TRUE,TRUE,TRUE,Andisheh,29866.67
72,2,TRUE,TRUE,TRUE,Southern Janatabad,86666.67
135,3,TRUE,TRUE,TRUE,Farmanieh,383333.33
54,1,FALSE,TRUE,TRUE,Punak,66666.67
87,2,TRUE,TRUE,TRUE,Pardis,16666.67
255,3,TRUE,TRUE,TRUE,Farmanieh,866666.67
100,2,TRUE,TRUE,FALSE,Yousef Abad,143333.33
194,2,TRUE,TRUE,TRUE,Niavaran,661500
600,2,TRUE,TRUE,TRUE,Qalandari,305000
160,3,TRUE,TRUE,TRUE,Saadat Abad,450000
98,2,TRUE,TRUE,TRUE,Gheitarieh,231933.33
133,3,FALSE,FALSE,FALSE,Andisheh,53333.33
108,2,TRUE,TRUE,TRUE,West Ferdows Boulevard,187200
76,2,TRUE,TRUE,TRUE,Shahr-e-Ziba,93333.33
73,2,TRUE,TRUE,TRUE,Razi,41000
76,2,TRUE,TRUE,TRUE,Southern Program Organization,105000
80,2,TRUE,TRUE,TRUE,Southern Program Organization,122666.67
92,2,TRUE,TRUE,TRUE,Gheitarieh,220000
130,2,TRUE,TRUE,TRUE,Qalandari,283333.33
71,2,TRUE,TRUE,TRUE,Azari,54666.67
56,1,TRUE,TRUE,TRUE,Shahran,63333.33
105,2,TRUE,TRUE,TRUE,Pardis,29666.67
110,2,TRUE,TRUE,TRUE,West Ferdows Boulevard,125000
93,2,TRUE,TRUE,TRUE,Central Janatabad,145666.67
179,3,TRUE,TRUE,TRUE,Pasdaran,321500
100,2,TRUE,TRUE,TRUE,Gholhak,206666.67
110,3,TRUE,TRUE,TRUE,Saadat Abad,173333.33
98,2,TRUE,TRUE,TRUE,Northern Janatabad,161666.67
101,2,TRUE,TRUE,TRUE,Saadat Abad,185000
105,2,TRUE,TRUE,TRUE,Pardis,26666.67
157,3,TRUE,TRUE,TRUE,Heravi,328333.33
180,3,TRUE,TRUE,TRUE,Pasdaran,330000
90,2,TRUE,TRUE,TRUE,Qazvin Imamzadeh Hassan,54000
97,2,TRUE,TRUE,TRUE,Pardis,25333.33
120,3,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,42400
303,4,TRUE,TRUE,TRUE,Velenjak,1600000
60,1,TRUE,TRUE,TRUE,Yousef Abad,108333.33
245,5,TRUE,TRUE,TRUE,Dezashib,483333.33
100,2,TRUE,TRUE,TRUE,Pardis,26333.33
185,3,TRUE,TRUE,TRUE,Pasdaran,358333.33
62,2,TRUE,TRUE,TRUE,Central Janatabad,116666.67
79,2,TRUE,TRUE,TRUE,Central Janatabad,99966.67
400,5,TRUE,TRUE,FALSE,Mirdamad,1866666.67
200,3,TRUE,TRUE,TRUE,Southern Chitgar,166666.67
105,2,TRUE,TRUE,TRUE,Pardis,28666.67
128,3,TRUE,TRUE,TRUE,Shahrake Apadana,190000
115,3,TRUE,TRUE,TRUE,Punak,222333.33
377,4,TRUE,TRUE,TRUE,Elahieh,1055600
77,2,TRUE,TRUE,FALSE,Central Janatabad,80000
190,3,TRUE,TRUE,TRUE,Punak,380000
65,1,TRUE,TRUE,TRUE,Shahran,62666.67
97,2,TRUE,TRUE,TRUE,Punak,156666.67
130,3,TRUE,TRUE,TRUE,Yousef Abad,260000
133,3,TRUE,TRUE,TRUE,Dorous,286666.67
143,3,TRUE,TRUE,TRUE,Northern Janatabad,146666.67
76,2,TRUE,TRUE,TRUE,Central Janatabad,138333.33
155,3,TRUE,TRUE,TRUE,West Ferdows Boulevard,166666.67
97,2,TRUE,TRUE,TRUE,Pardis,25333.33
96,2,TRUE,TRUE,TRUE,Ekbatan,140000
190,3,TRUE,TRUE,TRUE,Gheitarieh,466666.67
147,3,TRUE,TRUE,TRUE,Heravi,303333.33
85,2,TRUE,TRUE,TRUE,East Ferdows Boulevard,93333.33
76,2,TRUE,TRUE,TRUE,Ekbatan,120000
103,2,TRUE,TRUE,TRUE,Niavaran,233333.33
194,3,TRUE,TRUE,TRUE,Niavaran,661933.33
95,2,TRUE,TRUE,TRUE,Saadat Abad,206666.67
79,2,FALSE,TRUE,FALSE,Northern Janatabad,106666.67
83,2,TRUE,TRUE,TRUE,Parand,23516.67
70,2,TRUE,TRUE,TRUE,Southern Program Organization,83333.33
87,2,TRUE,TRUE,TRUE,Niavaran,153333.33
87,2,FALSE,TRUE,TRUE,Pardis,16666.67
84,3,TRUE,TRUE,TRUE,Andisheh,51800
91,2,TRUE,TRUE,TRUE,Tarasht,103333.33
145,2,TRUE,TRUE,TRUE,Gheitarieh,400000
68,2,TRUE,TRUE,TRUE,North Program Organization,81666.67
127,3,TRUE,TRUE,TRUE,Garden of Saba,186266.67
68,1,TRUE,TRUE,TRUE,Ekbatan,103333.33
105,2,TRUE,TRUE,TRUE,Pardis,17966.67
89,2,TRUE,TRUE,TRUE,Shahran,106333.33
82,2,TRUE,TRUE,TRUE,Ostad Moein,86666.67
65,1,TRUE,TRUE,FALSE,Punak,75000
80,2,TRUE,TRUE,TRUE,Gholhak,163333.33
145,3,TRUE,TRUE,TRUE,Niavaran,483333.33
235,3,TRUE,TRUE,TRUE,Niavaran,666666.67
192,3,TRUE,TRUE,TRUE,Kamranieh,1116333.33
160,3,TRUE,TRUE,TRUE,Kamranieh,437333.33
160,3,TRUE,TRUE,TRUE,Niavaran,613333.33
106,2,TRUE,TRUE,TRUE,Pardis,26666.67
75,2,FALSE,TRUE,TRUE,Shahrake Qods,20666.67
100,2,TRUE,TRUE,TRUE,Shahrake Qods,26666.67
58,1,TRUE,TRUE,TRUE,Ekbatan,95000
97,2,TRUE,TRUE,TRUE,Pardis,25666.67
44,1,FALSE,TRUE,FALSE,Pirouzi,26333.33
108,2,TRUE,TRUE,TRUE,Gheitarieh,300000
87,2,TRUE,TRUE,TRUE,Amirabad,18333.33
231,3,TRUE,TRUE,TRUE,Zaferanieh,1439900
120,3,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,58333.33
103,2,TRUE,TRUE,TRUE,Saadat Abad,190000
78,2,FALSE,FALSE,FALSE,Parand,15166.67
85,2,TRUE,TRUE,TRUE,Gheitarieh,240000
195,3,TRUE,TRUE,TRUE,Velenjak,650000
142,3,TRUE,TRUE,TRUE,Amirabad,183333.33
90,2,TRUE,TRUE,TRUE,Persian Gulf Martyrs Lake,43833.33
85,2,TRUE,TRUE,TRUE,Gheitarieh,243333.33
350,4,TRUE,TRUE,TRUE,Niavaran,2683333.33
210,4,TRUE,TRUE,TRUE,Niavaran,700000
87,2,TRUE,TRUE,TRUE,Pardis,29666.67
85,2,TRUE,TRUE,TRUE,Southern Janatabad,146666.67
92,2,TRUE,TRUE,TRUE,Southern Janatabad,133000
90,2,TRUE,TRUE,TRUE,Shahr-e-Ziba,138333.33
87,2,TRUE,TRUE,TRUE,Shahr-e-Ziba,101666.67
108,2,TRUE,TRUE,TRUE,West Ferdows Boulevard,115000
85,2,TRUE,TRUE,FALSE,Southern Janatabad,113333.33
68,2,TRUE,TRUE,TRUE,Southern Janatabad,73333.33
138,2,TRUE,TRUE,TRUE,Zaferanieh,575000
78,2,TRUE,TRUE,TRUE,Parand,7000
